,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
182,BM1L2C1F26,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
183,BM1L2C1F26,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
184,BM1L2C1F27,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
185,BM1L2C1F27,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
186,BM1L2C1F27,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
187,BM1L2C1F28,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
188,BM1L2C1F28,LR,16,26,24.0,92.3%,78,36.0,72.0,6.0,"('FAI0288', 'FAI0289')",39.0,0.0,0.0,0.0,0,39.0,36.0,36.0,3.0,"('FAI0649',)"
189,BM1L2C1F28,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
190,BM1L2C1F29,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
191,BM1L2C1F29,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
192,BM1L2C1F29,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
193,BM1L2C1F3,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
194,BM1L2C1F3,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
195,BM1L2C1F3,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
196,BM1L2C1F30,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)",30.0,0.0,0.0,0.0,0
197,BM1L2C1F30,LR,16,13,12.0,92.3%,26,24.0,24.0,2.0,"('FAI0780',)",26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
198,BM1L2C1F30,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
199,BM1L2C1F31,BU,33,38,36.0,94.7%,76,24.0,72.0,4.0,"('P63_3', 'P63_4')",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
200,BM1L2C1F31,LR,16,52,51.0,98.1%,104,24.0,102.0,2.0,"('FAI0780',)",26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
201,BM1L2C1F31,RR,7,28,0.0,0.0%,56,8.0,0.0,56.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
202,BM1L2C1F32,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,38.0,24.0,34.0,4.0,"('P64', 'P66')",30.0,0.0,0.0,0.0,0
203,BM1L2C1F32,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
204,BM1L2C1F32,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
205,BM1L2C1F34,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
206,BM1L2C1F34,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
207,BM1L2C1F34,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
208,BM1L2C1F35,BU,33,15,14.0,93.3%,45,33.0,42.0,3.0,"('P64',)",90.0,33.0,87.0,3.0,"('P64',)",45.0,0.0,0.0,0.0,0
209,BM1L2C1F35,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
210,BM1L2C1F35,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
211,BM1L2C1F36,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
212,BM1L2C1F36,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
213,BM1L2C1F36,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
214,BM1L2C1F37,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
215,BM1L2C1F37,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,24.0,50.0,2.0,"('FAI0780',)"
216,BM1L2C1F37,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
217,BM1L2C1F38,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
218,BM1L2C1F38,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
219,BM1L2C1F38,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
220,BM1L2C1F39,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)"
221,BM1L2C1F39,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
222,BM1L2C1F39,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
223,BM1L2C1F4,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
224,BM1L2C1F4,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
225,BM1L2C1F4,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
226,BM1L2C1F40,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
227,BM1L2C1F40,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
228,BM1L2C1F40,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
229,BM1L2C1F41,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
230,BM1L2C1F41,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
231,BM1L2C1F41,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
232,BM1L2C1F42,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
233,BM1L2C1F42,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
234,BM1L2C1F42,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
235,BM1L2C1F43,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
236,BM1L2C1F43,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
237,BM1L2C1F43,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
238,BM1L2C1F44,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,68.0,0.0,0.0,0.0,0
239,BM1L2C1F44,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
240,BM1L2C1F44,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
241,BM1L2C1F45,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
242,BM1L2C1F45,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,26.0,24.0,24.0,2.0,"('FAI0780',)",26.0,0.0,0.0,0.0,0
243,BM1L2C1F45,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
244,BM1L2C1F46,BU,33,15,14.0,93.3%,30,22.0,28.0,2.0,"('P64',)",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
245,BM1L2C1F46,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
246,BM1L2C1F46,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
247,BM1L2C1F47,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
248,BM1L2C1F47,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
249,BM1L2C1F47,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
250,BM1L2C1F5,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
251,BM1L2C1F5,LR,16,26,25.0,96.2%,52,24.0,50.0,2.0,"('FAI0780',)",52.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
252,BM1L2C1F5,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
253,BM1L2C1F6,BU,33,34,33.0,97.1%,102,36.0,99.0,3.0,"('P63_1',)",90.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
254,BM1L2C1F6,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
255,BM1L2C1F6,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
256,BM1L2C1F7,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
257,BM1L2C1F7,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
258,BM1L2C1F7,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
259,BM1L2C1F8,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,60.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
260,BM1L2C1F8,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
261,BM1L2C1F8,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
262,BM1L2C1F9,BU,33,15,13.0,86.7%,30,22.0,26.0,4.0,"('P64', 'P66')",30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
263,BM1L2C1F9,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
264,BM1L2C1F9,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
265,BM1L3C1F07,BU,33,19,0.0,0.0%,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
266,BM1L3C1F07,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
267,BM1L3C1F07,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
268,BM1L3C1F11,BU,33,53,0.0,0.0%,53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
269,BM1L3C1F11,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
270,BM1L3C1F11,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
271,BM1L3C1F12,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
272,BM1L3C1F12,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
273,BM1L3C1F12,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
274,BM1L3C1F13,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
275,BM1L3C1F13,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
276,BM1L3C1F13,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
277,BM1L3C1F14,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
278,BM1L3C1F14,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
279,BM1L3C1F14,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
280,BM1L3C1F15,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
281,BM1L3C1F15,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
282,BM1L3C1F15,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
283,BM1L3C1F16,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
284,BM1L3C1F17,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
285,BM1L3C1F17,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
286,BM1L3C1F17,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
287,BM1L3C1F18,BU,33,19,17.0,89.5%,19,12.0,17.0,2.0,"('P64', 'P63_3')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
288,BM1L3C1F18,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
